country,city,address,phone_store,firstname_customer,lastname_customer,email_customer,film,film_description,release_year
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"SLEEPING SUSPECTS","A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"PRINCESS GIANT","A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"CONEHEADS SMOOCHY","A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"AMERICAN CIRCUS","A Insightful Drama of a Girl And a Astronaut who must Face a Database Administrator in A Shark Tank",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"WORKER TARZAN","A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"CREEPERS KANE","A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"BUTTERFLY CHOCOLAT","A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"FACTORY DRAGON","A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"ZORRO ARK","A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"WIND PHANTOM","A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"CRAFT OUTFIELD","A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"EXCITEMENT EVE","A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"TELEGRAPH VOYAGE","A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"NOTTING SPEAKEASY","A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"TRACY CIDER","A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"GABLES METROPOLIS","A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"VALLEY PACKER","A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"MINORITY KISS","A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"ALADDIN CALENDAR","A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"SOUTH WAIT","A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"CHOCOLAT HARRY","A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"CAROL TEXAS","A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"DARLING BREAKING","A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"EVOLUTION ALTER","A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"FORREST SONS","A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"SCALAWAG DUCK","A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"TOURIST PELICAN","A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"TERMINATOR CLUB","A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico",2006
Colombia,"Dos Quebradas","241 Mosul Lane",765345144779,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,"OPPOSITE NECKLACE","A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"PLUTO OLEANDER","A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"DONNIE ALLEY","A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"HANDICAP BOONDOCK","A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"LIAISONS SWEET","A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"BLADE POLISH","A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"TROJAN TOMORROW","A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"LOLA AGENT","A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"INSIDER ARIZONA","A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"RULES HUMAN","A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"DRUMLINE CYCLONE","A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"CONFIDENTIAL INTERVIEW","A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"VACATION BOONDOCK","A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"FARGO GANDHI","A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"INNOCENT USUAL","A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"TALENTED HOMICIDE","A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"JAWS HARRY","A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"DOORS PRESIDENT","A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"UNDEFEATED DALMATIONS","A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"RUSH GOODFELLAS","A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"SOMETHING DUCK","A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"GREEK EVERYONE","A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"PUNK DIVORCE","A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"NOTORIOUS REUNION","A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"RUSH GOODFELLAS","A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia",2006
Colombia,Florencia,"734 Tanshui Avenue",366776723320,LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,"CASSIDY WYOMING","A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"FATAL HAUNTED","A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"DANCING FEVER","A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"EXPRESS LONELY","A Boring Drama of a Astronaut And a Boat who must Face a Boat in California",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"DADDY PITTSBURGH","A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"VIRTUAL SPOILERS","A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"GREASE YOUTH","A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"REEF SALUTE","A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"STRAIGHT HOURS","A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"TIMBERLAND SKY","A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"CANYON STOCK","A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"APACHE DIVINE","A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"SASSY PACKER","A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"HOOSIERS BIRDCAGE","A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"HEARTBREAKERS BRIGHT","A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"ACE GOLDFINGER","A Astounding Epistle of a Database Administrator And a Explorer who must Find a Car in Ancient China",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"HYSTERICAL GRAIL","A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"NAME DETECTIVE","A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"METAL ARMAGEDDON","A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"VIRGINIAN PLUTO","A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"ANTITRUST TOMATOES","A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"DISCIPLE MOTHER","A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"DREAM PICKUP","A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico",2006
Colombia,Pereira,"1410 Benin City Parkway",104150372603,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,"CUPBOARD SINNERS","A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"ATTRACTION NEWTON","A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"DRIVER ANNIE","A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"MADIGAN DORADO","A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"LUST LOCK","A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"BASIC EASY","A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"MODEL FISH","A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"MOONSHINE CABIN","A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat",2006
Colombia,Sincelejo,"1740 Portoviejo Avenue",198123170793,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,"PITY BOUND","A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria",2006
